	TCGA.P7.A5NY.01A	TCGA.QR.A705.01A	TCGA.QR.A6H3.01A	TCGA.QR.A706.01A	TCGA.QR.A6GW.01A	TCGA.PR.A5PG.01A	TCGA.PR.A5PF.01A	TCGA.QR.A6GU.01A	TCGA.QR.A6H2.01A	TCGA.QR.A6GX.01A	TCGA.QR.A70E.01A	TCGA.QR.A703.01A	TCGA.P8.A6RY.01A	TCGA.QR.A6H0.01A	TCGA.QR.A70I.01A
NKX6-2	0.01	0.01	2.044675789	-2.214215501	0.01	0.01	0.01	0.01	0.01	-2.445358084	-2.919100617	6.387795951	0.01	0.01	-1.588537955
CALY	-0.722365308	0.011508362	2.792682236	1.884021231	1.734667862	-2.442788689	-4.883423199	-3.454108316	1.856953053	-9.044407085	2.233124144	2.524504405	-2.180886941	0.098621711	-4.143170654
CYP2E1	-3.176724675	1.646364184	1.024646252	0.643624042	-2.270708843	-2.169463914	1.512031863	1.235892735	0.01823117	-3.202351841	2.878765833	-1.846736345	-1.049212683	2.426086093	-0.487580109
SYCE1	-3.241540578	0.473846956	3.574616607	-2.228594414	0.068716068	-3.425265638	-0.146789967	-1.56058537	-1.101530032	0.01	5.270489806	0.01	0.913981358	5.876503787	0.397040514
B4GALNT4	-3.334901147	1.333687731	4.797904129	1.271928862	2.212749367	-0.5246594	-5.317044766	2.132117656	-0.15697358	1.469981781	3.347364236	1.190515154	0.179797832	3.619837082	2.518833595
PKP3	-2.654341894	0.01	0.01	-0.056345556	1.106000484	1.399894541	0.118480622	2.155834843	0.01	-0.872538313	0.01	-0.101855157	-1.057047085	-0.973883396	0.01
CDHR5	0.81643534	0.01	1.365753021	0.01	-1.204708591	0.674258259	0.866743578	1.167113285	0.01	-0.861240951	0.249836099	0.01	0.01	-0.962586034	-1.004420821
SCT	0.01	1.374628135	1.660302149	0.01	-1.588223125	0.01	-0.83869905	-0.023775091	2.164878783	-1.244755485	0.01	0.01	0.01	1.653858032	-1.388105836
EPS8L2	-2.391152535	-0.220564786	-1.200772557	1.431809872	-2.349682536	1.556954307	-3.114834128	-5.107209848	0.203784972	0.142054208	2.522091031	-0.71627423	-6.097793377	1.024335459	-1.05640606
TNNT3	-0.339954023	0.01	-0.068210394	-0.005040905	0.01	0.01	-2.152160355	-1.337236396	-0.148611575	0.01	0.01	0.949404816	0.01	2.662324822	-0.70139666
TRPM5	0.01	-0.097667874	1.7729184	0.01	-1.475606874	0.01	0.858879701	-0.911026404	2.084829204	-1.132139234	-1.605881766	0.01	0.01	1.088377537	-1.275489585
KCNQ1	-2.516643283	-0.159026039	2.234757222	1.940068156	-1.114439883	-1.323663558	0.642281784	0.995261301	2.208783592	0.286152754	-1.173486926	-0.230143699	-0.671635551	1.572928413	-0.536327342
PHLDA2	-0.936443777	0.457475619	1.298977728	0.682888434	0.366562123	3.474548263	-1.492827805	-0.829865858	1.388494662	-0.697272287	-2.235228531	1.203299542	-0.157437342	1.201374788	1.220953533
MRGPRE	-4.581619058	0.01	0.01	0.01	0.01	2.878620587	-3.393759042	0.01	0.01	0.01	0.01	-2.029132321	-2.984324249	0.01	1.671683186
MRGPRF	-0.121246011	-0.01179753	1.378858923	1.866517589	-0.051423063	-1.965636977	-3.198156719	-0.029564135	0.480973784	-0.941280639	-0.80505054	0.837822004	-2.051814808	1.979343655	0.542084535
GAL	-1.822933844	-1.784386659	2.185800796	-6.395016528	5.579530418	2.84595652	1.785510087	-4.82017207	-0.824217105	-4.626159111	0.439144217	0.40502563	-2.351284109	-5.142541694	-5.769338982
RHOD	0.507213692	-0.960081769	-0.530008713	0.647043414	0.043550894	0.553572877	1.082475073	-1.32098237	-2.3733698	-1.99453803	-2.015851293	0.954489615	-1.967558043	0.013733486	-2.385634225
SYT12	-2.782218899	-2.966082662	2.720482739	0.137652138	-0.228396277	-3.313033428	3.751316032	1.785292943	1.468011393	2.234681261	0.028140534	-1.077844676	4.660422072	-0.986409862	0.480779569
C11orf86	0.01	0.01	0.01	0.01	-2.623039722	0.01	2.12646979	-2.058459252	1.715015002	-2.279572082	2.919001438	0.01	0.535875288	0.01	0.01
NPAS4	-4.018713318	2.78124375	-0.281289064	-2.058183762	7.903816843	-2.286471675	-3.63828405	-1.068438252	3.093202453	0.145452356	-1.495827339	0.967903546	-0.421550722	-2.33837796	0.221842504
GAL3ST3	-0.618047604	0.01	5.823624354	-0.190020896	3.166071032	-2.470918036	0.984761448	0.01	0.01	1.485554445	5.053216883	0.764391738	0.01	4.575350916	-2.564645338
CST6	-0.320419966	-0.826179275	3.292349698	-1.629508051	-2.204118274	-1.910273684	0.01	-0.639670241	-1.451103526	2.662884475	0.835436557	-0.089967479	0.01	0.037921481	1.903025996
FOSL1	-2.678706472	1.039281255	0.969636977	0.108745512	0.33191864	-1.336385098	-3.153867341	-2.223435601	1.046096613	-0.078829341	-1.711852547	1.085203822	-0.629009308	0.903473777	3.71893246
CTSW	-2.922252356	-1.806555313	-0.476469658	-0.150276397	2.039658206	-0.605051705	0.265512559	-1.812596996	0.738576205	-1.934120721	-1.729857371	-0.44581814	-1.025533746	1.56543755	-2.98419264
CDC42BPG	-0.806280364	-0.253188581	0.880506127	1.791664039	-1.952897461	-1.658991038	-1.618508812	-1.803540705	-0.029978162	-1.024616702	-0.176494017	0.161132789	-2.794036519	1.243280745	0.417179501
KCNK4	3.220888136	-1.5187723	-0.911161947	0	1.867198316	1.427067812	-1.7284926	0.01	0.730896762	-3.138155919	-1.152583765	-0.045562765	-3.322664692	-2.654538501	-3.28133579
HRASLS5	-0.173382676	0.01	2.098396204	0.325049958	0.264978528	-2.763183318	5.093364573	-2.492447439	0.01	-2.713560268	-0.187409989	-0.527839614	-0.313165017	1.770015749	-1.856740139
CHRM1	-9.687621135	0.468453567	-5.415783681	-6.089580963	-0.517871232	-1.921878575	-1.251845869	-4.161246413	4.279003747	-3.583920333	3.619798971	2.352680809	2.24165483	-5.547761128	-7.464091749
GNG3	-1.237761344	2.391137356	4.501740021	-0.180784569	2.094840584	-1.015185964	-2.043127575	0.729340942	1.54598174	0.877501606	2.726423964	0.277518366	1.34733637	3.246379723	1.461718153
LRRN4CL	-1.12848545	1.193854892	1.725917915	-1.700445229	-1.75425412	0.593271078	-1.727302679	-2.774827426	0.477909297	1.415057497	-0.344167244	-2.182123997	2.695550626	3.845284113	-1.469196765
SYT7	-3.616798655	-2.67422995	-2.728130067	0.240082238	1.282915755	-1.997165805	0.448330562	-6.458877504	2.40364323	0.147627125	-0.432288756	1.040464264	-0.003860037	0.730681388	-4.048661171
LRRC10B	-3.25481057	-2.753528081	-3.848115109	2.721029136	0.075276563	-3.494548129	-1.706031215	-2.970289097	3.897117777	-3.287550922	-0.891434301	3.544518222	-0.838211208	-2.352069047	-1.602207459
CD5	-1.439951727	5.441437082	4.364552423	-1.370364337	-0.287888127	-1.892114225	-1.896011595	-2.081054526	0.151950673	-1.980170808	0.924517846	2.284507969	-0.901672778	4.98886291	-0.538391399
CD6	-3.445538703	-0.736301168	1.018864569	0.592986699	-0.86034875	-2.520669099	-0.74319299	-1.665200902	-0.361107528	-1.38373935	-0.421458295	2.238091662	-0.407802527	1.310089994	-0.913932249
ZP1	-1.398081408	0.418118171	3.748222667	1.614996263	0.01	-1.665900876	0.01	0.01	3.252774854	-0.031315326	-0.090127547	1.376758972	1.521071324	3.236530665	0.825447979
MS4A1	-3.810536169	-1.994261229	0.01	-1.797458498	-0.050193792	-1.07819588	-0.037713653	-1.222745547	0.965854496	-3.028732588	-2.502689504	1.404887007	1.594063439	-0.545170371	-3.17208294
RORB	1.587890125	-2.620785866	-3.335098113	-3.593857896	-0.539148048	1.849897049	1.388267928	0.565806519	-0.771654312	0.163521098	-2.598550234	-5.639411332	-2.202335959	-1.145159509	-1.085694812
G.0114	-0.64928576	3.68952256	3.597878396	2.531312871	-2.071523222	-0.231144881	0.847822181	4.571366608	-1.011865729	4.144778228	3.097927548	4.07380603	-0.545928499	2.531716228	2.554907944
ALDH1A1	-0.028301941	-0.27340645	0.639676792	1.376000707	-0.99448249	-2.923556416	-2.664091562	-0.28253929	-1.651411601	-1.012005079	-0.358927617	2.12607882	-1.929124918	0.446537421	-1.799449144
GDA	-0.982466203	3.841053799	2.54151445	-0.51695473	-1.154601713	0.453465291	-2.281801111	-7.397603031	1.036591823	-5.811272607	3.224125882	0.371243354	-2.188436055	2.645805712	-1.476389488
TRPM3	-1.497909753	0.803642797	1.567372783	0.000469805	-1.796514994	0.01	3.997260865	0.767824546	0.541409163	2.421256114	2.930947194	1.147563268	2.300859371	1.718449807	-0.373989723
C9orf135	0.01	2.127098185	4.73777948	4.161671404	0.01	0.01	-1.055854282	5.533889394	2.407144606	-1.461949308	4.788748095	6.345836956	2.968234863	2.524165642	1.902675954
PIP5K1B	3.123467403	-1.139109198	-0.772503947	1.338386225	-2.714845168	-1.984854708	1.086663684	1.644723457	-2.727387604	2.333826085	1.269335927	-2.813804939	2.768014295	-0.052524833	0.869534477
DMRT2	-2.672106452	2.144111968	0.01	0.01	0.351257275	0.01	5.819522514	3.237603436	4.928711737	0.01	1.635847409	0.01	3.969529316	2.095775922	-2.033653222
RLN2	-2.646698438	1.169538822	3.362099115	-0.633620767	0.01	0.01	0.541161577	1.356118647	0.129692227	0.01	3.615448275	-1.679174202	2.409980145	2.940606495	0.01
CD274	1.417861893	-1.84065437	-3.291950973	0.426573513	0.790535516	1.481427457	1.845660739	-0.248075274	-0.787388866	-0.442155409	0.029577268	-6.011287953	-0.474679413	-2.210929814	-0.755254389
DKK1	1.338063035	1.802741905	-1.59965208	0.601035278	8.006279851	-1.817225623	0.01	1.831792199	-0.872690038	0.232238745	-2.978581427	1.453587701	0.01	-2.191086361	0.352095742
PAPSS2	-1.562761593	-1.404816694	-1.611335811	-1.00503378	-0.619380366	1.437078773	4.619502709	1.813361485	-1.464830793	1.368085409	0.099997349	-1.063717389	-1.979946533	0.026698118	-0.266541907
CH25H	-2.176126787	2.816357214	-0.432736226	1.193020727	2.222010269	-3.50274388	-5.632186655	0.72192887	2.043804557	1.038540491	-0.534821393	0.623186597	-2.222817648	-1.554667072	2.023119869
SLC16A12	0.743385582	2.737080278	-0.189538518	3.546462148	-2.93755131	-0.815142141	1.546342788	-2.143684817	-2.08834082	-0.252518373	4.039409243	3.598496467	-3.177284213	0.528603191	0.64303743
HTR7	-0.843713445	-0.027563338	-3.478818726	-2.567724819	1.317103863	0.090160252	3.829482339	0.5375331	3.669561261	0.522942147	2.281778735	-0.738789979	-0.246550882	-3.485262659	2.77665525
ANKRD1	-3.487766105	0.328471155	-1.800863674	0.525311566	-0.241963327	-2.755585574	-0.714943589	-1.484982131	0.01	-2.705962524	-1.594885475	-0.935279369	0.109484846	0	2.674389914
CYP26A1	2.994273931	6.111176294	5.46742038	-2.619182599	0.824120596	-1.6368859	3.693118316	-3.951378091	-4.762811375	-5.172358484	3.841626753	1.794697207	-3.356954972	5.670967156	-2.730632679
RBP4	0.823203617	0.01	-1.4899603	0.01	-2.73852679	-2.444682199	5.683411205	0.01	-0.985395831	0.01	0.01	-2.209338495	0.01	3.788955524	-2.538409501
LGI1	2.070082737	-1.984126844	-2.376516491	0.605033114	2.879665291	-1.009136735	0.050461222	-4.382530069	-2.87194229	-4.018547962	1.235516704	-3.417789809	-0.618152711	-2.004466782	-1.102868238
BLNK	0.121169505	-0.095102611	-1.361956809	-0.270221585	0.425229121	-1.053478197	0.904554789	-0.280468593	-1.179316514	-0.68210135	-0.539243206	0.954295396	-0.77352534	-0.9899071	-1.562224591
TLL2	-0.754708077	-1.553260491	-1.097650877	-1.402227075	1.461259462	0.610758452	3.858649899	-1.322274117	-1.856139819	-3.128281198	0.910003532	0.284512714	-1.017364497	-2.601605957	1.403533186
ANKRD2	0.01	0.01	0.01	0.812271814	-4.669351745	0.01	-3.919827671	0.01	1.331663914	-4.325884105	-4.799626638	-2.55520095	3.756337845	-4.427229188	0.01
SFRP5	3.704015046	-2.197326581	1.239176475	2.769790741	-0.171995324	5.968381128	5.696725184	-4.258660387	-3.262697152	-5.020270339	-0.51473701	-2.936427714	-3.664237485	2.758789629	-5.037919673
CRTAC1	-1.906072991	0.990171108	0.551260519	5.569100106	1.935095489	-0.375981321	5.762867324	1.978825638	3.316963355	-4.414371173	-1.398621802	-0.987988353	-0.959155763	2.828996621	-2.516454953
WNT8B	3.59856241	0.785360791	0.01	-2.017830071	-2.177392542	-0.883526057	2.244445243	2.114910506	-2.424359509	-0.374619276	2.049671613	-0.648336104	2.709332584	-0.350460611	-0.655308698
TLX1	1.225912228	0.872143121	-1.842141649	-1.515966408	1.079314789	-1.79670379	2.868256707	0.01	4.239810885	-1.162329454	0.01	-1.976557343	-1.346845246	6.161201595	0.01
PITX3	-2.57166623	0.01	0.01	-1.558720066	1.67410857	0.01	3.93811023	0.01	1.427105789	-1.789862649	-2.263605181	0.01	0.01	-1.891207732	0.01
SORCS1	-0.756316815	-0.6727811	-1.514599984	-1.067695941	1.968618031	0.392601259	-0.443550674	-1.200138424	0.768671241	-1.449633602	-0.203375862	-0.706424409	0.772910151	-0.997622715	0.849472488
DUSP5	-1.917045853	-0.100889609	-0.415273622	0.423214848	1.069067142	-0.519723381	-1.360032524	-0.608489515	0.824345714	-1.214273249	-1.856259548	-0.495049318	-0.15589957	0.165761801	2.903230918
ADRA2A	0.815834457	0.20696875	0.883444594	-0.16520935	1.778882477	0.904227704	4.880071771	-2.290938615	0.338244593	-2.412449173	0.001255853	-2.32625574	-1.731280357	1.329735778	1.144816129
ADRB1	0.387578525	5.870221825	4.681535566	5.136699299	-3.600424351	-2.721510752	1.608520752	3.221443554	0.01	2.202443333	-1.14584393	5.430576418	4.135908236	4.791403925	-1.230230521
TDRD1	0.01	0.01	1.115513855	2.557211152	-1.717960181	0.01	-0.968436107	0.4314945	0.01	-0.374492541	1.32159465	1.133156209	0.01	0.109124877	0.01
SLC18A2	0.308560835	-1.325934786	-4.488301229	0.31062186	0.223472281	1.017182611	1.009748719	2.455716113	-2.046892629	1.623921153	0.381052856	0.692296956	-0.505480064	-1.679789452	2.842317369
EMX2	1.550096856	4.295857658	-1.155393962	2.630200943	-2.403960451	-0.525046853	2.667480068	-1.839379981	3.049565531	0.01	0.01	-1.874772157	0.01	3.815399972	-2.203843163
MYH11	-0.728751762	-2.43267149	-0.361896504	2.876270145	-0.11899638	-0.795444716	-2.430968092	2.28661986	-2.184470341	0.238315697	-1.315326613	0.724937813	-0.030997235	0.460689022	1.11072576
RPL39L	-1.334579212	0.034118024	1.654786256	0.552884852	-1.279540498	1.373421099	-1.353258768	-0.029271023	-0.962645015	1.154941343	1.83459269	1.596322857	3.262589273	1.180344666	-0.281014344
GRIN2A	1.527842105	0.583397218	-0.2137583	1.367347939	0.570674959	0.805877688	1.802301628	1.739066623	-4.526834341	0.249383986	1.050763985	-0.723955442	0	-1.46494834	-0.885888182
TMEM114	2.374514677	-1.276935145	-3.99126113	-4.665044674	-3.539256292	2.26851555	3.001579117	-6.675205934	-4.486713549	-5.896318764	2.393038579	-0.284358605	0.01	-5.997663847	-6.039498635
C16orf89	1.039518237	-0.31425633	0.740824162	0.882589254	3.452148859	1.119689311	-2.080119971	-0.779731344	3.710042856	-0.41581648	-1.112041129	-1.300482895	-2.992700988	-1.909490983	-4.951454852
SEC14L5	-1.402899316	-0.908733987	0.769300236	-2.711987401	-3.286597624	-1.407684026	0.01	1.670199366	0.01	-1.358167484	2.649101486	-0.435481235	5.281696455	0.277419907	1.820546646
PPL	1.560505156	-1.146907613	-3.276223602	-1.043166532	1.998865533	0.091118389	0.77931292	-1.053424974	-1.771688184	-1.373989582	2.322102647	-1.536194855	5.049855065	2.07484206	-0.154605733
SEPT12	-2.080263593	0.735935986	0.606638838	0.01	0.01	0.01	-0.892403578	-1.077347182	0.01	0.01	-0.772416928	0.472223143	0.01	-1.399805095	0.01
NTN3	1.584722536	0.01	0.01	-2.650328652	-0.417472039	1.823935225	-0.475414801	0.339542268	-2.471924127	-2.881471236	-0.355320956	-0.373822486	-2.065980008	0.01	-3.024821587
RAB26	1.785538751	1.395680104	0.745333482	-2.540504558	-0.748022558	0.430123098	-0.992264126	-2.127541198	1.29216648	0.648353474	1.682963813	-0.331256699	-1.66087481	0.722697329	-0.276374719
NPW	-0.802392891	0.573199757	0.01	-2.452379938	-0.611942409	0.325801033	-2.27755376	-0.877623153	1.533369311	-1.268611287	1.427496631	0.309439531	-1.868177443	0.02235233	-2.411752565
TPSB2	-4.91888517	2.227201717	4.607832319	4.715768829	-1.17470735	-2.14709708	0.384381139	0.641867768	1.76433482	-2.30709451	-1.080479691	1.463592849	-0.048685286	3.883294281	0.658250608
CAC.011H	-2.762016142	0.022430466	1.322977231	2.131497869	-0.858531861	-1.739547859	-2.227434544	0.532552426	-0.672156658	-0.216162984	0.580664406	1.335592747	-0.01952314	0.950317567	0.642966634
SOX8	-1.892157301	1.802692615	3.803346602	2.567525671	-1.764135959	-2.792185665	-0.903683211	-0.115685184	-0.797018282	-0.54109012	-0.516105372	2.521956677	-2.441822491	3.682618029	3.950782813
GNG13	0.01	4.208107291	6.462085622	0.01	-1.693341239	0.01	0.01	-1.128760769	0.01	1.820017099	4.130469533	0.01	0.01	2.941051426	3.506914567
STC2	-2.065867485	0.738913084	1.635963998	2.90351865	0.105677315	-1.751175386	0.040337638	0.179629968	1.184684857	1.118545582	-0.61774034	2.723411451	-0.578520931	2.004998079	1.940673233
NKX2-5	0.09770952	0.01	1.047485248	0.01	-0.200895721	-1.492144198	1.963535286	0.01	1.967113119	0.01	0.01	-1.256800494	0.01	-1.543866231	0.01
DUSP1	-1.251156799	1.020524242	-0.763673167	0.62419216	0.899917518	-1.010769928	-1.044361904	0.450676253	0.944362249	0.254517564	-1.667079106	0.591388099	-0.885929493	-1.367551542	1.010065153
KCNIP1	2.809977713	0.01	-2.239485976	-3.4438147	-0.13309014	-1.57255834	6.148354435	-3.816644944	-1.306096007	0.01	-6.318956096	-4.337350431	-3.444603929	-4.62448241	-5.403273375
KCNMB1	-2.343239932	0.128270249	1.679850158	2.647041713	0.011599692	-0.743089221	-0.862674025	0.677432305	-1.666454055	0.235479184	-1.499303215	0.703145205	0.341395646	1.209939154	0.440966956
GABRG2	1.520079675	-3.91556974	-4.919388604	-2.53911845	1.588723198	0.680217518	-1.764972619	-9.773404584	0.388934968	-0.829509785	-1.058849122	-3.129209382	0.434840298	-6.636343607	-5.967668259
GABRA1	0.303913392	-4.289321534	-5.003606304	0.01	-3.345177743	-5.958168445	-3.043238282	3.740668091	-6.499158045	4.198480153	0.01	0.01	4.672431142	-6.010050236	0.818450555
CCNJL	-3.539275028	-0.286251196	-0.580662686	0.240297323	-1.100908279	0.649207708	-0.154454049	-2.724153355	1.961645943	-2.655691646	1.386904851	1.728819096	0.914666644	-1.70867866	0.292450094
FABP6	-6.306381777	-1.184408188	-7.789463323	-2.708410321	2.212363155	-0.417617377	1.777571933	-8.473449343	0.34441727	-6.109651128	-0.264535642	1.448235673	-3.557195479	-7.795907256	0.01
ADRA1B	-1.097686178	-2.451455284	2.873149473	1.330351056	0.608154676	-1.07593228	0.26594341	1.069036469	-0.137654048	-0.315985705	-1.590495771	1.606709211	4.654489971	2.056592752	-1.00459766
NIPAL4	1.647615983	-0.059815626	0.395794772	0.137062466	-0.115672828	-0.143674915	5.206650826	0.01	-1.684664515	0.01	2.075781982	-1.908490969	-1.278720397	-2.195556707	-2.237561975
ITK	-2.221758649	-1.25359988	-1.382945073	-0.378681392	-0.429742545	-0.752543691	0.188423717	-2.067004068	-0.878394114	-2.025028	-0.76186067	-0.336787483	0.112384302	1.016592583	-0.360825846
SGCD	1.731733801	-0.552981125	-0.216670141	1.277606967	-0.852773127	-1.913730317	3.183437447	1.346328587	1.407182996	2.231325839	-3.180561981	0.335259446	-0.409397247	-0.399281572	-0.192191077
IRGM	0.01	2.272401327	3.8211301	1.732298753	-1.427405478	-1.133560887	0.01	1.137042556	0.01	-1.083937838	0.764161975	2.423683768	-0.26844661	3.39963818	-0.227117708
RASGEF1C	-2.303598218	0.88177345	4.325700768	3.314243141	-4.45031324	-3.156308892	-3.115826665	-3.300858559	-0.697225859	0.01	0.845561956	2.238721715	-4.291354373	3.55331934	2.098674446
ADAMTS2	0.557292333	0.081778712	-3.190529462	-0.404905088	-0.387311873	-2.029611485	4.408914845	3.148704545	-2.878621329	-0.582562802	0.837103105	2.735152894	-0.820733807	-0.715861246	3.04659292
ZNF354C	1.314983538	-1.705354854	-3.642039222	0.110391598	-0.642585427	0.846321934	-1.971156637	2.040197445	-3.137532857	1.441515012	-2.699081136	0.193148333	1.101187771	-1.648524556	1.037573564
COL23A1	-1.752187022	-1.351066169	1.792601632	2.093702781	-1.991910992	-1.212580979	3.401379747	-0.749436284	0.01	-1.970449788	0.413670398	2.022601553	-1.155002418	2.077910265	-0.30629909
FSTL4	-0.342242983	3.973986211	4.846194653	1.644010938	-2.482966765	-1.189081332	5.282579054	0.832390814	-0.765595926	-1.070914222	2.300461437	2.102176842	0.761232604	1.75019475	1.642733084
GPX3	-2.793683888	-3.257843867	-0.601471035	1.486914521	1.371031534	-3.661028718	-0.813601612	-2.643015212	2.718345221	-3.916235415	1.177888408	1.260009951	0.89351617	-0.484405651	-1.241779177
GRIA1	0.764468296	0.344997294	1.470901498	1.433132094	6.725102167	0.436175148	-1.150116186	-3.422641362	-2.426653318	-1.251333736	2.689877704	1.200286194	-0.127744788	-2.575078637	-0.979471057
TRIM17	-0.025741638	2.275832067	2.982979596	0.835238712	-1.909315483	-1.61540906	2.088025916	0.240019199	0.01	3.478415606	3.867089747	0.427110419	-1.750542256	4.321352109	-0.387231639
WNT9A	-3.144393522	0.256793679	0.01	-0.13131585	0.294040346	0.395278869	-0.956533506	0.443397101	-0.368002856	-1.362589941	1.555862449	1.282537656	0.45285743	-2.463935024	2.664126778
RASD1	-1.103115796	0.066616235	-2.101209862	1.193143076	4.508276906	-1.382574504	-0.406183993	0.089066567	2.138433106	-0.379956808	-1.611128871	1.839379054	1.474802745	-1.576689694	0.805579115
KCNJ12	1.422311834	0.716981624	-1.247249792	0.315739095	-1.088782419	-2.355609597	0.189503355	-1.476302136	0.04131339	0.374730985	0.713475787	-0.831331975	1.416202077	-2.718211342	-0.188178209
TNFRSF13B	0.01	0.01	-0.608455154	0.01	-0.857021644	0.01	-0.10749757	0.01	1.218014169	0.01	-1.987296536	-1.32783335	0.301849508	-1.614899087	-1.656904356
SLC47A1	0.957254989	-1.732120367	-0.581360221	-0.255163623	3.867368982	-1.922940969	0.002075672	-0.960563469	-1.520415145	-1.667033097	-1.292859007	-0.013158896	0.022903898	-0.265889828	1.5260726
HS3ST3B1	-0.576593542	-1.345369565	0.01	-0.148566834	-2.723308564	-0.844394966	1.83355379	-0.573853883	0.029764291	0.01	-1.85379784	-2.19412027	-0.564437412	0.518772592	3.231835138
